ID,teza,datum_oddaje,vmesna_postaja
997,10.54,9/15/2018,
998,15.63,2/25/2018,
999,7.42,6/20/2018,
1000,14.28,6/17/2018,
1001,9.16,11/30/2018,
1002,17.89,3/11/2018,
1003,17.71,9/21/2018,
1004,3.70,10/9/2018,
1005,13.64,3/3/2018,
1006,6.57,4/18/2018,
1007,5.83,10/24/2018,
1008,8.32,7/24/2018,
1009,9.18,2/10/2018,
1010,16.76,10/22/2018,
1011,6.34,6/18/2018,
1012,13.80,10/22/2018,
1013,2.54,8/10/2018,
1014,0.17,3/8/2018,
1015,3.85,9/23/2018,
1016,6.87,7/3/2018,
1017,10.50,7/18/2018,
1018,5.89,10/20/2018,
1019,17.04,5/30/2018,
1020,18.30,4/8/2018,
1021,9.89,7/2/2018,
1022,15.36,3/28/2018,
1023,7.64,5/1/2018,
1024,6.39,6/20/2018,
1025,12.38,6/17/2018,
1026,8.24,9/16/2018,
1027,1.45,7/18/2018,
1028,19.89,9/17/2018,
1029,15.35,6/22/2018,
1030,7.89,11/13/2018,
1031,18.34,6/13/2018,
1032,0.64,8/31/2018,
1033,11.89,5/4/2018,
1034,8.99,10/2/2018,
1035,9.27,4/5/2018,
1036,19.76,3/31/2018,
1037,9.69,4/25/2018,
1038,0.30,10/21/2018,
1039,19.84,4/9/2018,
1040,1.16,8/7/2018,
1041,14.60,4/6/2018,
1042,1.88,5/3/2018,
1043,14.68,5/15/2018,
1044,12.28,8/19/2018,
1045,14.07,10/21/2018,
1046,0.52,10/20/2018,
1047,12.31,10/2/2018,
1048,14.28,9/26/2018,
1049,15.19,5/14/2018,
1050,11.53,2/13/2018,
1051,16.99,4/12/2018,
1052,0.65,8/8/2018,
1053,11.47,2/26/2018,
1054,14.34,10/20/2018,
1055,19.75,3/7/2018,
1056,17.86,4/26/2018,
1057,7.70,7/22/2018,
1058,10.38,10/29/2018,
1059,7.60,1/10/2018,
1060,10.15,8/21/2018,
1061,6.68,3/1/2018,
1062,2.15,2/10/2018,
1063,11.42,11/18/2018,
1064,9.01,1/14/2018,
1065,9.92,9/28/2018,
1066,8.48,8/7/2018,
1067,7.39,10/3/2018,
1068,14.32,1/1/2018,
1069,13.21,1/6/2018,
1070,17.98,8/25/2018,
1071,12.39,4/6/2018,
1072,2.90,5/26/2018,
1073,1.02,2/27/2018,
1074,17.24,7/10/2018,
1075,3.65,1/21/2018,
1076,19.05,8/22/2018,
1077,5.81,8/24/2018,
1078,3.39,3/21/2018,
1079,17.39,5/8/2018,
1080,1.44,4/19/2018,
1081,1.53,1/30/2018,
1082,0.90,2/21/2018,
1083,18.98,2/21/2018,
1084,8.91,11/16/2018,
1085,12.93,7/22/2018,
1086,2.65,1/22/2018,
1087,7.77,2/5/2018,
1088,5.14,3/2/2018,
1089,5.94,6/1/2018,
1090,0.40,9/16/2018,
1091,6.80,9/12/2018,
1092,14.21,2/22/2018,
1093,11.10,8/20/2018,
1094,4.03,9/29/2018,
1095,19.48,5/28/2018,
1096,15.69,11/21/2018,
1097,0.52,7/5/2018,
1098,6.70,3/5/2018,
1099,2.85,11/30/2018,
1100,10.16,10/7/2018,
1101,2.49,6/15/2018,
1102,4.81,1/27/2018,
1103,1.62,2/21/2018,
1104,0.73,5/8/2018,
1105,8.63,3/27/2018,
1106,11.46,9/13/2018,
1107,8.57,10/27/2018,
1108,0.87,8/29/2018,
1109,12.63,4/18/2018,
1110,14.79,5/18/2018,
1111,16.04,7/23/2018,
1112,2.61,2/16/2018,
1113,7.88,9/4/2018,
1114,2.31,6/22/2018,
1115,10.01,10/28/2018,
1116,19.77,3/30/2018,
1117,13.81,3/5/2018,
1118,13.84,2/12/2018,
1119,5.63,6/9/2018,
1120,13.36,5/30/2018,
1121,15.37,10/27/2018,
1122,0.64,7/4/2018,
1123,0.09,4/15/2018,
1124,8.48,9/23/2018,
1125,4.76,4/4/2018,
1126,10.63,2/10/2018,
1127,12.23,1/13/2018,
1128,2.51,3/9/2018,
1129,13.65,7/17/2018,
1130,17.56,11/2/2018,
1131,9.73,7/17/2018,
1132,7.51,9/25/2018,
1133,14.05,5/26/2018,
1134,17.24,7/12/2018,
1135,7.81,1/12/2018,
1136,14.79,1/3/2018,
1137,19.55,3/20/2018,
1138,13.00,3/20/2018,
1139,15.66,6/10/2018,
1140,9.58,2/19/2018,
1141,15.46,10/21/2018,
1142,10.72,2/6/2018,
1143,14.48,8/5/2018,
1144,3.32,10/7/2018,
1145,5.75,10/13/2018,
1146,3.80,4/20/2018,
1147,16.53,1/10/2018,
1148,8.65,5/18/2018,
1149,6.57,4/12/2018,
1150,12.28,4/11/2018,
1151,15.51,3/2/2018,
1152,4.93,10/6/2018,
1153,11.56,9/25/2018,
1154,11.30,6/15/2018,
1155,1.61,9/20/2018,
1156,16.90,8/27/2018,
1157,1.70,8/20/2018,
1158,12.82,6/8/2018,
1159,1.05,3/22/2018,
1160,14.37,9/29/2018,
1161,13.77,9/16/2018,
1162,0.76,8/31/2018,
1163,16.59,7/5/2018,
1164,9.50,7/21/2018,
1165,2.04,7/2/2018,
1166,4.87,1/3/2018,
1167,10.16,2/14/2018,
1168,14.31,7/3/2018,
1169,19.55,7/18/2018,
1170,14.33,5/26/2018,
1171,12.83,8/17/2018,
1172,6.47,4/9/2018,
1173,14.22,11/18/2018,
1174,11.23,1/24/2018,
1175,17.27,2/23/2018,
1176,10.88,10/1/2018,
1177,11.46,8/30/2018,
1178,9.38,11/3/2018,
1179,4.39,8/26/2018,
1180,11.85,7/16/2018,
1181,9.52,10/15/2018,
1182,16.25,7/14/2018,
1183,6.64,8/11/2018,
1184,12.89,1/25/2018,
1185,5.13,9/19/2018,
1186,2.40,1/26/2018,
1187,12.14,4/25/2018,
1188,18.97,7/18/2018,
1189,8.00,6/24/2018,
1190,4.79,11/7/2018,
1191,19.10,4/19/2018,
1192,1.90,2/27/2018,
1193,10.44,8/29/2018,
1194,12.70,1/11/2018,
1195,5.39,10/6/2018,
1196,3.00,1/26/2018,
1197,12.10,10/4/2018,
1198,5.83,1/27/2018,
1199,15.12,1/12/2018,
1200,17.65,10/6/2018,
1201,11.49,9/5/2018,
1202,2.08,3/23/2018,
1203,15.43,3/13/2018,
1204,16.93,3/2/2018,
1205,12.80,11/26/2018,
1206,4.21,7/6/2018,
1207,9.78,4/19/2018,
1208,17.13,7/23/2018,
1209,2.04,7/26/2018,
1210,11.86,8/17/2018,
1211,18.40,6/19/2018,
1212,1.71,9/21/2018,
1213,2.69,8/26/2018,
1214,8.25,4/3/2018,
1215,18.84,8/4/2018,
1216,6.76,11/2/2018,
1217,12.18,9/3/2018,
1218,15.93,8/14/2018,
1219,18.52,1/12/2018,
1220,8.54,10/5/2018,
1221,12.16,3/10/2018,
1222,6.49,6/8/2018,
1223,18.11,11/21/2018,
1224,17.56,7/5/2018,
1225,14.30,6/11/2018,
1226,19.64,5/16/2018,
1227,12.79,1/6/2018,
1228,8.01,2/2/2018,
1229,12.96,11/6/2018,
1230,19.88,2/14/2018,
1231,2.04,4/9/2018,
1232,4.76,5/30/2018,
1233,12.78,6/24/2018,
1234,17.35,3/19/2018,
1235,14.80,6/20/2018,
1236,19.39,6/25/2018,
1237,10.61,2/4/2018,
1238,14.79,2/6/2018,
1239,14.24,6/24/2018,
1240,7.80,5/8/2018,
1241,5.05,7/10/2018,
1242,5.22,10/8/2018,
1243,18.58,3/3/2018,
1244,2.65,3/20/2018,
1245,5.87,1/19/2018,
1246,12.44,7/6/2018,
1247,14.05,11/7/2018,
1248,10.17,11/28/2018,
1249,14.46,3/6/2018,
1250,17.11,7/10/2018,
1251,8.68,3/8/2018,
1252,3.92,6/30/2018,
1253,18.48,10/8/2018,
1254,19.49,8/7/2018,
1255,18.09,6/13/2018,
1256,10.12,8/2/2018,
1257,2.81,3/27/2018,
1258,4.66,4/5/2018,
1259,11.98,6/3/2018,
1260,6.11,9/22/2018,
1261,6.04,9/25/2018,
1262,18.00,3/22/2018,
1263,1.77,11/6/2018,
1264,5.32,6/18/2018,
1265,9.28,5/29/2018,
1266,6.50,1/18/2018,
1267,9.60,2/14/2018,
1268,4.85,3/16/2018,
1269,19.99,1/8/2018,
1270,6.31,5/31/2018,
1271,12.19,5/18/2018,
1272,15.62,11/5/2018,
1273,1.06,7/23/2018,
1274,18.85,1/23/2018,
1275,2.77,2/18/2018,
1276,1.82,5/31/2018,
1277,3.12,6/8/2018,
1278,19.59,2/11/2018,
1279,16.40,6/26/2018,
1280,3.07,6/1/2018,
1281,2.18,6/18/2018,
1282,0.21,5/31/2018,
1283,5.94,1/12/2018,
1284,9.57,4/12/2018,
1285,0.36,1/22/2018,
1286,1.37,2/5/2018,
1287,1.59,3/29/2018,
1288,16.73,8/7/2018,
1289,5.71,6/19/2018,
1290,6.26,5/12/2018,
1291,19.89,6/16/2018,
1292,11.39,1/28/2018,
1293,17.39,1/25/2018,
1294,1.15,11/2/2018,
1295,0.76,1/12/2018,
1296,4.30,3/16/2018,
1297,15.93,8/18/2018,
1298,14.86,4/20/2018,
1299,7.26,3/29/2018,
1300,0.73,1/1/2018,
1301,6.90,10/3/2018,
1302,14.60,4/3/2018,
1303,7.78,10/10/2018,
1304,13.49,4/29/2018,
1305,6.91,7/11/2018,
1306,12.27,1/12/2018,
1307,4.25,8/25/2018,
1308,13.91,11/24/2018,
1309,7.19,3/17/2018,
1310,18.25,7/22/2018,
1311,10.75,4/25/2018,
1312,0.97,10/12/2018,
1313,6.42,8/24/2018,
1314,6.14,11/16/2018,
1315,3.63,5/29/2018,
1316,15.72,1/31/2018,
1317,9.77,1/19/2018,
1318,1.94,7/5/2018,
1319,13.38,10/4/2018,
1320,5.88,2/13/2018,
1321,11.40,6/13/2018,
1322,3.85,8/15/2018,
1323,6.36,11/25/2018,
1324,10.18,11/17/2018,
1325,16.58,6/28/2018,
1326,18.19,1/8/2018,
1327,9.92,4/9/2018,
1328,14.03,4/11/2018,
1329,0.32,4/28/2018,
1330,5.52,6/6/2018,
1331,7.09,8/11/2018,
1332,12.50,11/15/2018,
1333,7.87,5/5/2018,
1334,15.68,8/19/2018,
1335,10.46,5/22/2018,
1336,5.11,7/17/2018,
1337,3.91,3/31/2018,
1338,17.80,10/11/2018,
1339,3.13,3/8/2018,
1340,7.67,1/17/2018,
1341,9.17,11/9/2018,
1342,0.16,7/20/2018,
1343,12.38,2/21/2018,
1344,0.77,5/14/2018,
1345,13.72,6/24/2018,
1346,13.35,7/23/2018,
1347,9.81,10/12/2018,
1348,6.54,2/17/2018,
1349,9.07,10/5/2018,
1350,18.94,10/28/2018,
1351,16.07,4/11/2018,
1352,16.67,5/25/2018,
1353,7.52,1/16/2018,
1354,5.90,9/24/2018,
1355,15.86,7/5/2018,
1356,9.96,5/24/2018,
1357,11.30,7/5/2018,
1358,15.69,3/15/2018,
1359,9.41,8/26/2018,
1360,8.52,7/26/2018,
1361,1.73,7/23/2018,
1362,11.77,10/14/2018,
1363,3.79,11/5/2018,
1364,11.97,5/30/2018,
1365,6.30,9/11/2018,
1366,0.08,1/23/2018,
1367,12.35,4/29/2018,
1368,8.09,6/19/2018,
1369,11.88,11/22/2018,
1370,13.80,2/14/2018,
1371,2.64,7/11/2018,
1372,17.75,4/30/2018,
1373,8.24,9/13/2018,
1374,3.52,4/19/2018,
1375,3.18,2/14/2018,
1376,2.69,3/21/2018,
1377,1.70,9/2/2018,
1378,1.88,11/25/2018,
1379,9.88,11/11/2018,
1380,14.78,3/20/2018,
1381,13.06,11/24/2018,
1382,18.10,1/15/2018,
1383,15.46,7/16/2018,
1384,6.38,8/30/2018,
1385,13.49,10/25/2018,
1386,6.81,2/19/2018,
1387,4.33,4/24/2018,
1388,13.29,2/22/2018,
1389,0.62,6/10/2018,
1390,9.26,9/10/2018,
1391,6.31,6/17/2018,
1392,0.23,5/29/2018,
1393,3.56,7/1/2018,
1394,14.91,7/31/2018,
1395,18.61,10/21/2018,
1396,2.15,4/8/2018,
1397,17.04,5/17/2018,
1398,17.29,9/11/2018,
1399,12.10,6/19/2018,
1400,8.78,8/17/2018,
1401,0.03,2/17/2018,
1402,13.90,2/5/2018,
1403,12.48,2/15/2018,
1404,4.43,1/27/2018,
1405,4.37,9/23/2018,
1406,16.33,4/25/2018,
1407,9.21,8/19/2018,
1408,5.61,7/16/2018,
1409,19.42,2/13/2018,
1410,3.52,8/18/2018,
1411,18.52,1/9/2018,
1412,7.47,3/26/2018,
1413,12.17,7/24/2018,
1414,7.45,3/16/2018,
1415,10.49,1/7/2018,
1416,1.34,9/13/2018,
1417,12.84,5/28/2018,
1418,12.59,10/31/2018,
1419,13.75,4/10/2018,
1420,0.99,4/26/2018,
1421,3.29,6/28/2018,
1422,13.19,1/9/2018,
1423,5.99,1/10/2018,
1424,10.85,9/20/2018,
1425,8.10,7/14/2018,
1426,19.04,11/15/2018,
1427,2.08,3/26/2018,
1428,2.33,11/3/2018,
1429,19.46,8/20/2018,
1430,17.29,10/14/2018,
1431,11.89,9/4/2018,
1432,8.53,9/9/2018,
1433,6.81,10/4/2018,
1434,5.49,5/27/2018,
1435,9.19,1/2/2018,
1436,5.79,11/9/2018,
1437,15.24,11/21/2018,
1438,0.07,1/18/2018,
1439,4.63,6/27/2018,
1440,16.77,1/26/2018,
1441,15.52,8/7/2018,
1442,5.32,8/8/2018,
1443,2.15,1/5/2018,
1444,18.98,9/10/2018,
1445,8.52,8/23/2018,
1446,1.03,10/2/2018,
1447,9.21,6/1/2018,
1448,11.51,2/19/2018,
1449,12.50,11/16/2018,
1450,8.02,9/29/2018,
1451,18.99,2/6/2018,
1452,13.32,10/3/2018,
1453,5.50,9/21/2018,
1454,1.41,10/21/2018,
1455,8.72,3/11/2018,
1456,3.07,10/8/2018,
1457,0.29,10/16/2018,
1458,2.58,8/17/2018,
1459,13.78,9/26/2018,
1460,4.16,4/21/2018,
1461,4.31,11/11/2018,
1462,15.94,11/27/2018,
1463,6.39,1/28/2018,
1464,0.07,8/20/2018,
1465,10.54,9/9/2018,
1466,17.60,5/24/2018,
1467,7.60,8/18/2018,
1468,6.06,2/18/2018,
1469,17.65,6/19/2018,
1470,4.35,7/14/2018,
1471,19.89,9/25/2018,
1472,9.39,11/8/2018,
1473,7.09,6/9/2018,
1474,9.62,3/24/2018,
1475,17.62,3/13/2018,
1476,8.03,7/14/2018,
1477,5.70,4/24/2018,
1478,19.81,6/3/2018,
1479,6.63,9/20/2018,
1480,2.17,10/27/2018,
1481,16.85,8/18/2018,
1482,9.06,2/18/2018,
1483,6.34,3/22/2018,
1484,0.40,9/10/2018,
1485,6.51,2/20/2018,
1486,16.98,11/1/2018,
1487,4.17,2/24/2018,
1488,3.53,4/19/2018,
1489,2.77,4/23/2018,
1490,6.90,6/21/2018,
1491,0.28,10/12/2018,
1492,19.10,1/16/2018,
1493,0.73,5/17/2018,
1494,14.41,11/7/2018,
1495,8.09,8/17/2018,
1496,0.60,8/15/2018,
1497,18.78,7/8/2018,
1498,9.44,7/30/2018,
1499,19.39,2/17/2018,
1500,3.40,3/19/2018,
1501,12.43,3/12/2018,5/15/2019
1502,0.98,3/21/2018,12/21/2018
1503,7.12,7/2/2018,4/4/2019
1504,9.54,10/6/2018,1/17/2019
1505,13.71,2/12/2018,2/19/2019
1506,5.63,7/14/2018,4/28/2019
1507,15.40,2/19/2018,12/27/2018
1508,3.27,10/7/2018,5/16/2019
1509,16.63,11/10/2018,5/11/2019
1510,13.57,5/30/2018,3/6/2019
1511,0.92,8/17/2018,4/13/2019
1512,10.62,7/15/2018,2/16/2019
1513,10.51,5/3/2018,4/18/2019
1514,2.41,3/11/2018,5/9/2019
1515,1.10,6/25/2018,5/14/2019
1516,16.50,7/31/2018,3/4/2019
1517,3.34,5/22/2018,2/8/2019
1518,4.26,7/13/2018,5/14/2019
1519,12.68,7/23/2018,4/11/2019
1520,7.87,8/23/2018,3/25/2019
1521,12.62,11/6/2018,5/4/2019
1522,10.56,9/4/2018,4/3/2019
1523,6.89,6/27/2018,3/5/2019
1524,14.80,4/21/2018,4/7/2019
1525,13.50,2/22/2018,12/24/2018
1526,19.56,9/10/2018,12/16/2018
1527,0.84,4/25/2018,1/8/2019
1528,14.33,8/29/2018,4/2/2019
1529,4.13,11/11/2018,12/10/2018
1530,18.46,6/1/2018,12/27/2018
1531,11.60,9/14/2018,4/21/2019
1532,0.40,8/31/2018,5/1/2019
1533,13.46,2/17/2018,4/28/2019
1534,13.32,2/2/2018,1/31/2019
1535,6.36,7/21/2018,4/3/2019
1536,18.84,4/5/2018,2/15/2019
1537,15.95,11/21/2018,1/21/2019
1538,10.73,6/1/2018,4/23/2019
1539,10.91,5/22/2018,12/8/2018
1540,3.40,10/9/2018,2/4/2019
1541,4.23,5/1/2018,2/4/2019
1542,5.77,1/6/2018,2/28/2019
1543,12.70,11/15/2018,4/29/2019
1544,18.85,6/13/2018,3/4/2019
1545,9.89,10/26/2018,2/3/2019
1546,16.67,1/8/2018,1/17/2019
1547,6.91,3/24/2018,1/16/2019
1548,5.83,5/13/2018,4/15/2019
1549,14.44,10/3/2018,4/19/2019
1550,0.05,7/11/2018,3/18/2019
1551,2.13,9/13/2018,1/17/2019
1552,14.51,2/16/2018,12/16/2018
1553,11.58,1/6/2018,1/13/2019
1554,2.21,1/12/2018,3/25/2019
1555,19.37,10/2/2018,5/2/2019
1556,9.92,10/19/2018,12/21/2018
1557,15.39,11/24/2018,2/19/2019
1558,3.89,4/2/2018,4/8/2019
1559,6.61,6/4/2018,1/27/2019
1560,9.40,7/3/2018,2/5/2019
1561,1.06,9/21/2018,3/19/2019
1562,15.55,4/7/2018,5/5/2019
1563,3.98,1/8/2018,1/27/2019
1564,16.43,9/22/2018,4/18/2019
1565,10.62,3/3/2018,12/19/2018
1566,13.66,9/6/2018,12/9/2018
1567,4.99,5/2/2018,4/7/2019
1568,6.43,6/19/2018,4/13/2019
1569,13.98,6/23/2018,3/26/2019
1570,4.34,6/13/2018,1/14/2019
1571,3.82,7/10/2018,12/28/2018
1572,5.58,11/15/2018,2/18/2019
1573,13.26,2/3/2018,5/8/2019
1574,5.28,4/23/2018,2/8/2019
1575,0.19,2/9/2018,2/4/2019
1576,1.59,10/4/2018,4/1/2019
1577,5.64,4/25/2018,1/11/2019
1578,16.88,4/15/2018,12/26/2018
1579,12.43,1/21/2018,2/15/2019
1580,2.30,7/25/2018,4/22/2019
1581,8.53,4/28/2018,1/16/2019
1582,15.52,8/22/2018,3/8/2019
1583,10.76,7/2/2018,1/15/2019
1584,12.03,4/14/2018,12/15/2018
1585,8.55,10/24/2018,3/12/2019
1586,15.81,5/9/2018,5/14/2019
1587,18.97,5/30/2018,1/6/2019
1588,15.30,9/6/2018,4/26/2019
1589,18.32,1/9/2018,3/20/2019
1590,1.98,1/9/2018,12/19/2018
1591,8.26,2/25/2018,12/12/2018
1592,15.42,11/19/2018,5/9/2019
1593,2.48,6/16/2018,1/16/2019
1594,17.68,4/10/2018,12/27/2018
1595,14.93,1/15/2018,12/4/2018
1596,9.49,7/21/2018,4/8/2019
1597,4.15,2/23/2018,12/21/2018
1598,9.53,8/3/2018,2/13/2019
1599,15.59,7/30/2018,12/15/2018
1600,18.53,5/4/2018,4/9/2019
1601,11.82,10/7/2018,4/21/2019
1602,9.59,6/25/2018,2/26/2019
1603,0.16,8/23/2018,12/28/2018
1604,7.63,6/11/2018,4/7/2019
1605,11.44,9/26/2018,12/3/2018
1606,1.67,6/23/2018,12/20/2018
1607,16.10,1/27/2018,12/19/2018
1608,17.31,1/19/2018,1/31/2019
1609,18.95,2/14/2018,12/21/2018
1610,16.19,9/6/2018,1/31/2019
1611,4.23,5/6/2018,3/15/2019
1612,0.81,5/9/2018,5/13/2019
1613,14.08,4/30/2018,3/6/2019
1614,4.11,7/17/2018,3/7/2019
1615,2.90,3/21/2018,4/15/2019
1616,9.05,3/22/2018,4/27/2019
1617,3.52,2/1/2018,1/8/2019
1618,5.10,6/5/2018,4/20/2019
1619,17.65,4/4/2018,4/25/2019
1620,16.11,2/12/2018,4/15/2019
1621,16.36,6/20/2018,3/9/2019
1622,6.20,5/29/2018,1/11/2019
1623,1.37,1/1/2018,5/12/2019
1624,0.17,6/26/2018,12/24/2018
1625,11.86,11/21/2018,3/22/2019
1626,6.51,10/1/2018,1/31/2019
1627,8.72,5/6/2018,3/23/2019
1628,8.32,6/27/2018,2/6/2019
1629,10.11,7/30/2018,1/30/2019
1630,2.76,3/6/2018,2/20/2019
1631,19.28,4/5/2018,5/15/2019
1632,0.13,3/13/2018,12/17/2018
1633,15.94,3/13/2018,12/23/2018
1634,14.04,2/3/2018,4/18/2019
1635,10.05,8/20/2018,3/3/2019
1636,15.69,8/18/2018,12/12/2018
1637,17.35,8/28/2018,12/6/2018
1638,9.83,10/17/2018,1/12/2019
1639,1.66,1/27/2018,1/29/2019
1640,3.86,7/25/2018,1/26/2019
1641,19.66,9/23/2018,4/18/2019
1642,15.33,10/17/2018,1/16/2019
1643,12.93,7/30/2018,1/6/2019
1644,7.68,3/16/2018,4/25/2019
1645,4.43,8/18/2018,5/17/2019
1646,18.60,7/11/2018,12/6/2018
1647,14.87,2/28/2018,12/20/2018
1648,7.64,10/12/2018,1/11/2019
1649,12.55,11/15/2018,12/20/2018
1650,8.72,2/13/2018,1/13/2019
1651,14.98,5/23/2018,4/5/2019
1652,16.31,9/9/2018,5/4/2019
1653,19.46,9/11/2018,2/24/2019
1654,19.55,9/3/2018,12/22/2018
1655,0.34,9/22/2018,5/12/2019
1656,8.04,3/12/2018,1/7/2019
1657,15.29,5/22/2018,3/8/2019
1658,1.49,8/14/2018,3/24/2019
1659,13.78,11/1/2018,1/27/2019
1660,8.28,11/22/2018,5/3/2019
1661,10.44,8/19/2018,1/30/2019
1662,11.32,2/3/2018,2/3/2019
1663,18.67,6/12/2018,2/25/2019
1664,14.36,6/8/2018,12/16/2018
1665,11.38,3/2/2018,12/31/2018
1666,7.57,9/21/2018,5/10/2019
1667,8.45,2/27/2018,4/22/2019
1668,18.82,6/9/2018,2/21/2019
1669,12.03,3/15/2018,3/7/2019
1670,5.33,11/16/2018,1/5/2019
1671,5.24,5/29/2018,12/17/2018
1672,7.97,4/21/2018,1/10/2019
1673,13.28,5/26/2018,4/25/2019
1674,6.69,4/12/2018,3/9/2019
1675,1.30,7/24/2018,12/2/2018
1676,17.35,5/6/2018,4/14/2019
1677,13.07,4/25/2018,3/22/2019
1678,16.86,2/9/2018,3/23/2019
1679,11.86,5/5/2018,1/23/2019
1680,11.58,2/2/2018,5/9/2019
1681,13.82,5/22/2018,1/9/2019
1682,6.76,9/27/2018,3/28/2019
1683,7.39,8/4/2018,4/7/2019
1684,8.17,5/18/2018,2/13/2019
1685,15.96,10/5/2018,4/9/2019
1686,5.36,5/3/2018,12/31/2018
1687,5.85,1/14/2018,1/29/2019
1688,7.54,3/10/2018,3/5/2019
1689,9.71,1/21/2018,4/14/2019
1690,11.21,9/29/2018,5/4/2019
1691,9.59,7/15/2018,12/27/2018
1692,14.82,2/2/2018,4/13/2019
1693,7.79,9/18/2018,4/2/2019
1694,9.58,10/23/2018,12/22/2018
1695,18.60,8/25/2018,12/20/2018
1696,2.32,5/21/2018,4/15/2019
1697,0.22,8/30/2018,5/7/2019
1698,8.36,8/1/2018,12/15/2018
1699,1.20,4/13/2018,12/28/2018
1700,1.69,10/31/2018,4/28/2019
1701,16.24,10/5/2018,3/26/2019
1702,11.60,10/21/2018,5/3/2019
1703,19.75,3/8/2018,2/15/2019
1704,17.13,11/26/2018,2/1/2019
1705,9.77,4/28/2018,4/16/2019
1706,15.47,2/24/2018,12/8/2018
1707,6.72,10/19/2018,3/14/2019
1708,9.48,10/3/2018,2/6/2019
1709,18.71,6/26/2018,5/13/2019
1710,15.31,3/17/2018,4/30/2019
1711,17.02,2/11/2018,3/20/2019
1712,13.73,7/29/2018,1/2/2019
1713,9.64,3/11/2018,1/12/2019
1714,6.71,4/29/2018,3/9/2019
1715,15.38,8/26/2018,3/25/2019
1716,11.87,5/26/2018,4/15/2019
1717,0.42,11/7/2018,2/2/2019
1718,0.70,5/13/2018,5/6/2019
1719,9.04,8/18/2018,1/15/2019
1720,2.59,1/17/2018,2/15/2019
1721,13.61,6/20/2018,2/18/2019
1722,5.89,8/20/2018,4/3/2019
1723,13.46,11/1/2018,3/21/2019
1724,13.48,7/22/2018,2/28/2019
1725,19.99,3/17/2018,4/30/2019
1726,12.87,8/1/2018,3/28/2019
1727,3.63,2/28/2018,1/18/2019
1728,9.44,6/28/2018,1/10/2019
1729,10.50,10/18/2018,4/22/2019
1730,3.62,11/10/2018,4/17/2019
1731,18.62,2/11/2018,1/26/2019
1732,19.66,2/8/2018,4/8/2019
1733,19.45,1/16/2018,2/23/2019
1734,17.26,9/25/2018,2/2/2019
1735,9.42,7/27/2018,2/24/2019
1736,11.70,6/30/2018,3/8/2019
1737,13.97,7/26/2018,4/24/2019
1738,6.13,7/29/2018,4/19/2019
1739,6.10,7/1/2018,4/1/2019
1740,6.66,11/23/2018,4/15/2019
1741,12.18,9/9/2018,12/14/2018
1742,13.26,11/8/2018,2/11/2019
1743,0.45,7/10/2018,12/27/2018
1744,14.20,3/17/2018,1/29/2019
1745,1.95,5/17/2018,4/2/2019
1746,1.29,3/31/2018,3/14/2019
1747,5.22,1/2/2018,12/6/2018
1748,4.26,9/25/2018,12/8/2018
1749,18.77,6/3/2018,5/6/2019
1750,10.85,10/31/2018,5/9/2019
1751,0.68,3/8/2018,2/21/2019
1752,3.28,11/25/2018,4/7/2019
1753,10.44,1/20/2018,1/29/2019
1754,2.72,10/22/2018,3/7/2019
1755,18.83,4/12/2018,4/25/2019
1756,2.27,1/26/2018,3/15/2019
1757,9.69,10/4/2018,2/6/2019
1758,19.49,7/17/2018,12/24/2018
1759,9.65,7/9/2018,3/19/2019
1760,12.33,9/4/2018,12/2/2018
1761,17.11,6/13/2018,3/24/2019
1762,9.72,4/22/2018,12/22/2018
1763,15.62,4/1/2018,4/5/2019
1764,13.64,6/8/2018,12/29/2018
1765,3.76,1/28/2018,12/2/2018
1766,2.09,1/10/2018,4/21/2019
1767,17.30,4/6/2018,1/11/2019
1768,12.28,5/17/2018,3/1/2019
1769,12.15,6/22/2018,3/14/2019
1770,10.48,11/26/2018,2/19/2019
1771,13.95,11/24/2018,3/25/2019
1772,14.99,9/29/2018,4/12/2019
1773,4.31,7/19/2018,1/19/2019
1774,10.01,9/29/2018,12/30/2018
1775,18.35,2/7/2018,3/23/2019
1776,1.99,11/25/2018,1/29/2019
1777,11.99,4/15/2018,12/31/2018
1778,11.14,10/17/2018,1/4/2019
1779,9.22,2/13/2018,12/6/2018
1780,6.54,3/17/2018,12/7/2018
1781,7.62,5/20/2018,12/21/2018
1782,3.41,10/11/2018,4/24/2019
1783,13.63,3/5/2018,5/3/2019
1784,16.05,6/29/2018,4/14/2019
1785,8.43,2/9/2018,3/26/2019
1786,1.60,11/16/2018,2/11/2019
1787,0.85,9/23/2018,4/27/2019
1788,10.79,1/15/2018,2/25/2019
1789,6.22,3/8/2018,12/17/2018
1790,8.15,3/2/2018,3/18/2019
1791,0.76,8/12/2018,3/5/2019
1792,4.07,7/26/2018,3/21/2019
1793,0.06,3/7/2018,3/14/2019
1794,11.90,8/31/2018,3/3/2019
1795,13.49,4/25/2018,2/27/2019
1796,18.39,11/12/2018,3/6/2019
1797,13.44,1/19/2018,1/28/2019
1798,5.84,5/14/2018,3/31/2019
1799,17.05,4/12/2018,5/10/2019
1800,0.13,8/9/2018,2/12/2019
1801,0.34,2/25/2018,5/17/2019
1802,5.15,8/24/2018,12/24/2018
1803,7.28,4/26/2018,1/1/2019
1804,1.19,11/30/2018,4/29/2019
1805,4.11,8/22/2018,2/11/2019
